reading_no;sample_measurement_id;sample_id;site_id;sweref_n;sweref_e;parish;patina;hue;color;material;artefact;type;note;texture;grain_size;layering;topography;homogeneity;inclusion;surface;max_width_mm;max_length_mm;max_height_mm;weight_g;area_mm;sample_size;Bal;Mg;Al;Si;P;S;Cl;K;Ca;V;Cr;Mn;Fe;Co;Ni;Cu;Zn;As;Se;Rb;Sr;Y;Zr;Nb;Mo;Pd;Ag;Cd;Sn;Sb;Ba;Hf;Ta;W;Re;Au;Hg;Ti;Pb;Bi;Th;U
968;306;306;;7285986;509493;Taerna;Yes;Light;Opaque;Breccie quartz;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;23;115;;;2645;Large;58.1726 ;;0.4591 ;40.7297 ;0.0383 ;0.1179 ;0.2188 ;0.1629 ;0.0442 ;;;;0.0346 ;;;;;;;;0.0002 ;;0.0029 ;;;;;;0.0006 ;;0.0125 ;;;;;;;0.0058 ;;;;
969;307;307;Taerna 656;7331934;479565;Taerna;Yes;Light;Opaque;Breccie quartz;Point preform;Preform;;Medium-grained;Granoblastic;Non-foliated;Conchoidal;No;Bands of dark mineral;Iron oxide;66;165;36;430;10890;Large;55.2546 ;;0.2272 ;44.0251 ;0.0129 ;0.0673 ;0.1228 ;0.0869 ;0.0128 ;;0.0024 ;;0.0153 ;;;;;;;;0.0001 ;;0.0019 ;;;;;;0.0008 ;;0.0156 ;;;;;;;0.0045 ;;;;
972;309;309;Taerna 610;7315998;501779;Taerna;No;Light;Opaque;Breccie quartz;Point preform;Preform;;Medium-grained;Granoblastic;Non-foliated;Fine;No;Dark mineral inclusion;;23;61;7;11;1403;Medium;57.3522 ;;0.3281 ;41.8596 ;;0.0168 ;0.0915 ;0.1762 ;0.0098 ;;0.0044 ;;0.0405 ;;;;;;;0.0004 ;;;0.0021 ;;;;;;0.0005 ;;0.0133 ;;;;;;;0.0125 ;;;;
973;310;310;Taerna 610;7315998;501779;Taerna;No;Light;Opaque;Breccie quartz;Point preform;Preform;;Medium-grained;Granoblastic;Non-foliated;Fine;No;Dark mineral grains;;27;72;12;23;1944;Medium;0.0176 ;1.2666 ;2.9958 ;93.5754 ;0.1918 ;0.3129 ;0.2578 ;0.5494 ;0.2435 ;;0.0438 ;0.1348 ;0.0149 ;0.0047 ;;;;;;;;;;;;;;;0.0048 ;;0.1704 ;;;;;;;0.2159 ;;;;
974;311;311;Taerna 549;7324575;493441;Taerna;No;Translucent;Translucent;Breccie quartz;Point preform;Preform;;Fine-grained;Granoblastic;Non-foliated;Fine;No;Dark mineral grains;;32;34;7;8;1088;Medium;55.5013 ;;0.2918 ;44.0883 ;0.0111 ;0.0456 ;;0.0241 ;0.0170 ;;0.0051 ;;0.0024 ;;;;;;;;0.0008 ;;0.0023 ;;;;;;;;0.0065 ;;;;;;;0.0038 ;;;;
975;312;312;;7285986;509493;Taerna;No;Translucent;Translucent;Breccie quartz;Arrow point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;No;Dark mineral grains;;19;30;5;2;570;Small;56.9595 ;;0.5782 ;42.1189 ;0.0376 ;0.0550 ;;0.0659 ;0.0438 ;;0.0053 ;;0.0188 ;;;;;;;;0.0006 ;;0.0025 ;;;;;;;;;;;;;;;0.0038 ;;;;
976;313;313;Taerna 549;7324575;493441;Taerna;No;Light;Opaque;Breccie quartz;Arrow point;Point;;Fine-grained;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;28;50;8;14;1400;Medium;55.8233 ;;0.1489 ;43.4913 ;0.0138 ;0.0537 ;0.1150 ;0.0371 ;0.0159 ;;0.0040 ;;0.0719 ;;;;;;;;;;0.0013 ;;;;;;;;0.0116 ;;;;;;;0.0076 ;;;;
978;315;315;;7285986;509493;Taerna;No;Light;Opaque;Breccie quartz;Preform;Preform;;Fine-grained;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;31;103;25;72;3193;Large;59.3374 ;;0.4227 ;39.7820 ;0.0130 ;0.0636 ;0.1548 ;0.1348 ;0.0224 ;;0.0081 ;;0.0261 ;;;;;;;;;;0.0013 ;;;;;;0.0007 ;;0.0188 ;;;;;;;0.0143 ;;;;
979;316;316;Taerna 594;7327983;491179;Taerna;Yes;Light;Opaque;Breccie quartz;Point preform;Preform;;Fine-grained;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;41;84;23;63;3444;Large;55.8795 ;0.4044 ;0.3136 ;43.2549 ;;0.0290 ;0.0214 ;0.0358 ;0.0278 ;;0.0008 ;;0.0125 ;;;;;;;;0.0003 ;;0.0029 ;;;;;;;;0.0138 ;;;;;;;0.0033 ;;;;
980;318;318;Taerna 89;7290912;508697;Taerna;Yes;Translucent;Translucent;Quartzite;Point preform;Preform;;Fine-grained;Granoblastic;Non-foliated;Smooth;Yes;;;22;47;;;1034;Medium;58.7351 ;;0.7581 ;39.7055 ;0.0315 ;0.1025 ;0.2379 ;0.1679 ;0.0481 ;;0.0007 ;;0.0686 ;;;;;;;;;;;;;;;;;;0.0109 ;;;;;;;0.0203 ;;;;
981;319;319;;7285986;509493;Taerna;No;Light;Opaque;Breccie quartzite;Point preform;Preform;;Fine-grained;Granoblastic;Non-foliated;Smooth;No;Dark mineral inclusion;;29;48;;;1392;Medium;0.0315 ;;0.3307 ;98.3419 ;0.1184 ;0.1836 ;0.3364 ;0.2280 ;0.0293 ;;0.0297 ;0.1846 ;0.0072 ;0.0083 ;;;;;;;;;;;;;;;;;0.1393 ;;;;;;;0.0312 ;;;;
1002;339;339;Lycksele 335;7166887;677056;Lycksele;No;White;White;Quartzite;Point preform;Preform;;Fine-grained;Granoblastic;Non-foliated;Irregular;Yes;;;25;63;;;1575;Medium;58.9986 ;;0.2396 ;40.2369 ;0.0434 ;0.0198 ;0.1670 ;0.0602 ;0.0303 ;;;;0.0323 ;;;;;;;;;;;;;;;;0.0005 ;;0.0123 ;;;;;;;0.0052 ;;;;
1003;343;343;;7172386;663884;Lycksele;Yes;Dark;Black;Quartzite;Preform;Preform;;Medium-grained;Granoblastic;Non-foliated;Conchoidal;Yes;;;30;70;;;2100;Large;62.5580 ;;;37.0284 ;;0.0414 ;0.1785 ;0.0696 ;0.0048 ;;0.0015 ;;0.0373 ;;;;;;;;0.0003 ;;0.0011 ;;;;;;0.0013 ;;0.0273 ;;;;;;;0.0094 ;;;;
1004;341;341;Lycksele 335;7166887;677056;Lycksele;Yes;Light;Opaque;Quartzite;Point preform;Preform;;Fine-grained;Granoblastic;Non-foliated;Conchoidal;Yes;;;19;50;;;950;Medium;;1.1934 ;5.3225 ;90.2421 ;0.7110 ;0.1372 ;0.9968 ;0.5823 ;0.5006 ;;0.0089 ;0.1617 ;0.0133 ;0.0044 ;;;;;;;;;;;;;;;0.0036 ;;0.0658 ;;;;;;;0.1016 ;;;;
1005;338;338;;7172386;663884;Lycksele;Yes;Dark;Gray;Quartzite;Point preform;Preform;;Medium-grained;Granoblastic;Non-foliated;Fine;Yes;;;43;106;9;49;4558;Large;0.0010 ;2.0052 ;4.4858 ;89.3786 ;0.3421 ;0.3958 ;0.9487 ;1.1821 ;0.2814 ;0.0032 ;0.0230 ;0.1327 ;0.0160 ;0.0040 ;;;;;;;;;;;;;;;;;0.1789 ;;;;;;;0.6214 ;;;;
1467;434;434;Lycksele 301;7168150;676423;Lycksele;Yes;Light;Opaque;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;Yes;;;15.9;26.7;;2.9;424,53;Small;0.0203 ;;5.7369 ;90.4345 ;0.4755 ;0.9538 ;1.2001 ;0.6038 ;0.1582 ;;0.0050 ;0.1798 ;0.0185 ;0.0029 ;;;;;;;;;;;;0.0020 ;;;;;;;;;;;;0.2087 ;;;;
1468;435;435;Lycksele 301;7168150;676423;Lycksele;Yes;Dark;Black;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;Yes;;;15;29.3;;2.5;439,5;Small;60.4070 ;;1.0042 ;36.9190 ;0.0497 ;0.0806 ;0.7124 ;0.3378 ;0.0334 ;;0.0029 ;;0.2699 ;;;;;0.0001 ;;0.0017 ;0.0003 ;;0.0028 ;;;;;;;;0.0053 ;;;;;;;0.0555 ;;;;
1469;436;436;Lycksele 301;7168150;676423;Lycksele;Yes;Dark;Dark gray;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;Yes;;Iron oxide;18.5;37.7;;4.1;697,45;Medium;0.0193 ;;4.1196 ;92.5462 ;0.2900 ;0.3068 ;1.2075 ;0.6627 ;0.1692 ;;0.0222 ;0.1886 ;0.0113 ;0.0025 ;;;;;;;;;;;;;;;;;0.1114 ;;;;;;;0.3426 ;;;;
1472;439;439;Lycksele 301;7168150;676423;Lycksele;No;Dark;Gray;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Conchoidal;Yes;;;17;68;;9.9;1156;Medium;63.2989 ;;0.2699 ;35.9742 ;0.0144 ;0.0212 ;0.1907 ;0.1008 ;0.0068 ;;0.0021 ;;0.0265 ;;;;;;;0.0007 ;;;0.0139 ;;;;;;;;0.0207 ;;;;;;;0.0594 ;;;;
1473;440;440;Lycksele 301;7168150;676423;Lycksele;Yes;Dark;Gray;Quartzite;Point;Point;;Medium-grained;Granoblastic;Non-foliated;Fine;Yes;;;18.3;47.1;;5.9;861,93;Medium;54.8591 ;;0.2515 ;44.5412 ;0.0147 ;0.0370 ;0.1691 ;0.0770 ;0.0048 ;;0.0021 ;;0.0196 ;;;;;;;0.0004 ;0.0002 ;;0.0019 ;;;;;;;;0.0087 ;;;;;;;0.0126 ;;;;
1474;441;441;Lycksele 301;7168150;676423;Lycksele;Yes;Dark;Gray streaked with black;Quartzite;Point;Point;;Medium-grained;Granoblastic;Non-foliated;Fine;No;Bands of dark mineral;;20.8;35;;5.1;728;Medium;0.0095 ;;1.4937 ;94.6805 ;0.1746 ;0.2407 ;1.6233 ;0.5831 ;0.0523 ;;0.0172 ;0.2386 ;0.0064 ;0.0027 ;;;;;;;;;;;;;;;;;0.1098 ;;;;;;;0.7676 ;;;;
1475;442;442;Lycksele 301;7168150;676423;Lycksele;No;Dark;Black;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Conchoidal;Yes;;Iron oxide;16;63;;;1008;Medium;0.0189 ;1.3719 ;2.1865 ;93.6910 ;;0.1158 ;0.8948 ;0.9190 ;0.0480 ;;0.0146 ;0.1966 ;0.0083 ;0.0019 ;;;;;;;;;;;;;;;;;0.1853 ;;;;;;;0.3474 ;;;;
1477;444;444;Lycksele 301;7168150;676423;Lycksele;Yes;Dark;Gray streaked with black;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;No;Bands of dark mineral;;16.8;35.6;;3.4;598,08;Small;0.0062 ;2.6664 ;2.2920 ;91.6000 ;0.2794 ;0.3096 ;1.0625 ;0.5347 ;0.0867 ;0.0041 ;0.0095 ;0.2298 ;0.0034 ;0.0013 ;;;;;;;;;;;;;;;;;0.1143 ;;;;;;;0.7999 ;;;;
1478;445;445;Lycksele 301;7168150;676423;Lycksele;No;Dark;Black streaked with white;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;No;;;20.1;19.7;;2.1;395,97;Small;;;22.2556 ;71.0591 ;0.3172 ;0.2982 ;2.7818 ;1.3464 ;0.9820 ;;0.0116 ;0.1822 ;0.0083 ;0.0018 ;;;;;;;;;;;;;;;0.0029 ;;0.0445 ;;;;;;;0.7536 ;;;;
1479;446;446;Lycksele 301;7168150;676423;Lycksele;Yes;Light;Opaque;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Conchoidal;Yes;;;20.4;38.9;;5.6;793,56;Medium;0.0246 ;2.0948 ;2.2048 ;92.2005 ;0.1945 ;0.2820 ;1.5941 ;0.7836 ;0.0705 ;;0.0201 ;0.1953 ;0.0084 ;0.0028 ;;;;;;;;;;;;;;;0.0044 ;;0.1433 ;;;;;;;0.1741 ;;;;
1485;450;450;Lycksele 301;7168150;676423;Lycksele;No;Dark;Dark gray streaked with black;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;No;Bands of dark mineral;;17.7;51.6;;5.2;913,32;Medium;56.2721 ;0.3442 ;0.6767 ;42.0513 ;0.0403 ;0.0592 ;0.3115 ;0.1050 ;0.0268 ;;0.0027 ;;0.0837 ;;;;;;;;;;0.0025 ;;;;;;;;;;;;;;;0.0223 ;;;0.0001 ;
1486;451;451;Lycksele 301;7168150;676423;Lycksele;No;Dark;Dark gray;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;Yes;;;17;30.8;;3.5;523,6;Small;;;4.4556 ;89.6640 ;0.5600 ;0.5441 ;3.2085 ;0.8233 ;0.1680 ;;0.0339 ;0.1886 ;0.0095 ;0.0028 ;;;;;;;;;;;;;;;;;0.0469 ;;;;;;;0.3195 ;;;;
1487;452;452;Lycksele 301;7168150;676423;Lycksele;No;Translucent;Translucent;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;No;Bands of quartz;;14.2;19;;1.6;269,8;Small;0.0412 ;;3.3475 ;92.5278 ;0.2461 ;0.1297 ;2.4307 ;0.6725 ;0.0699 ;;0.0579 ;0.2504 ;0.0081 ;;;;;;;;;;;;;;;;0.0059 ;;0.1050 ;;;;;;;0.1073 ;;;;
1488;453;453;Lycksele 301;7168150;676423;Lycksele;No;Light;Opaque;Quartz;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;Yes;;;20.2;35.9;;5.5;725,18;Medium;56.0669 ;;0.7888 ;42.6822 ;;0.0209 ;0.2343 ;0.1351 ;0.0185 ;;0.0045 ;;0.0262 ;;;;;;;0.0001 ;;;0.0018 ;;;;;;0.0004 ;;;;;;;;;0.0202 ;;;;
1491;455;455;Lycksele 301;7168150;676423;Lycksele;Yes;Light;Opaque;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;Yes;;;15.4;28.4;;3.2;437,36;Small;57.7859 ;;0.8685 ;40.7427 ;0.0308 ;0.0623 ;0.2685 ;0.1023 ;0.0170 ;;0.0037 ;;0.0931 ;;;;;;;0.0001 ;;;;;;;;;;;0.0047 ;;;;;;;0.0205 ;;;;
1494;457;457;Lycksele 301;7168150;676423;Lycksele;No;White;White;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;Yes;;;20.5;32.5;;5.6;666,25;Medium;57.2219 ;;0.2392 ;42.0999 ;0.0133 ;0.0425 ;0.0852 ;0.0701 ;0.0074 ;;0.0035 ;;0.0473 ;;;;;;;0.0003 ;0.0001 ;;0.0033 ;;;;;;;;0.0126 ;;;;;;;0.0203 ;;;;
1495;458;458;Lycksele 301;7168150;676423;Lycksele;No;Dark;Gray streaked with white;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;No;;;15.1;46.3;;4.4;699,13;Medium;65.4032 ;;1.0133 ;32.6959 ;0.0193 ;0.0911 ;0.4527 ;0.1495 ;0.0339 ;;0.0034 ;;0.0999 ;;;0.0006 ;;;;;0.0041 ;;0.0015 ;;;;;;0.0008 ;;0.0143 ;;;;;;;0.0165 ;;;;
1496;459;459;Lycksele 301;7168150;676423;Lycksele;Yes;Dark;Black;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;No;;Iron oxide;18.2;33;;3.7;600,6;Medium;0.0263 ;;11.9623 ;78.9993 ;1.5602 ;1.0152 ;3.6846 ;1.6075 ;0.5232 ;;0.0152 ;0.2138 ;0.0085 ;0.0024 ;;;;;;;;;;;;;;;;;0.1568 ;;;;;;;0.2244 ;;;;
1497;460;460;Lycksele 301;7168150;676423;Lycksele;Yes;Dark;Black;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;No;;;16.3;31;;2.8;505,3;Small;65.4895 ;;1.6748 ;31.8243 ;0.0343 ;0.0933 ;0.5094 ;0.1975 ;0.0310 ;;0.0026 ;;0.1004 ;;;;;;;0.0004 ;0.0004 ;;0.0036 ;;;;;;0.0006 ;;0.0085 ;;;;;;;0.0295 ;;;;
1499;462;462;Lycksele 301;7168150;676423;Lycksele;Yes;Dark;Dark gray streaked with black;Quartzite;Point;Point;;Medium-grained;Granoblastic;Non-foliated;Fine;No;Bands of dark mineral;;16.6;38.6;;3.6;640,76;Medium;58.5915 ;0.3439 ;1.1572 ;39.0223 ;0.0307 ;0.0804 ;0.2871 ;0.1622 ;0.0140 ;;0.0028 ;;0.2809 ;;;;;;;0.0007 ;0.0001 ;;0.0023 ;;;;;;0.0006 ;;0.0059 ;;;;;;;0.0173 ;;;;
1500;463;463;Lycksele 301;7168150;676423;Lycksele;No;Light;Opaque;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Conchoidal;Yes;;;15.8;45;;4.6;711;Medium;0.0272 ;;3.2930 ;92.8211 ;0.2631 ;0.3395 ;2.1071 ;0.6600 ;0.1463 ;;0.0192 ;0.1681 ;0.0075 ;;;;;;;;;;;;;;;;;;0.1055 ;;;;;;;0.0424 ;;;;
1501;464;464;Lycksele 301;7168150;676423;Lycksele;No;Dark;Gray;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;No;Bands of dark mineral;;20;30.3;;2.5;606;Medium;54.5472 ;0.2353 ;1.1406 ;43.5522 ;0.0252 ;0.0673 ;0.2114 ;0.0667 ;0.1000 ;;0.0047 ;;0.0353 ;;;;;;;;0.0046 ;;0.0002 ;;;0.0002 ;0.0002 ;0.0004 ;0.0004 ;0.0004 ;;;;;;;;0.0071 ;0.0004 ;;;
1502;465;465;Lycksele 301;7168150;676423;Lycksele;Yes;Light;Opaque;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;Yes;;Possibly iron oxide patina on half;20.6;45;;9.8;927;Medium;57.2169 ;0.2084 ;0.1180 ;42.1997 ;;0.0075 ;0.1559 ;0.0490 ;0.0087 ;;;;0.0151 ;;;;;;;;;;;;;;;;;;0.0146 ;;;;;;;0.0062 ;;;;
1503;466;466;Lycksele 301;7168150;676423;Lycksele;No;Dark;Gray;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;Yes;;;16.8;40;;4.9;672;Medium;0.0165 ;;2.8539 ;92.6587 ;0.1369 ;0.2899 ;2.0930 ;0.9773 ;0.1392 ;;0.0251 ;0.1822 ;0.0105 ;0.0025 ;;;;;;;;;;;;;;;;;0.2102 ;;;;;;;0.4041 ;;;;
1504;467;467;Lycksele 301;7168150;676423;Lycksele;Yes;White;White;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;Yes;;;18;27;;;486;Small;55.8847 ;;0.3110 ;43.3327 ;;0.0424 ;0.1470 ;0.0719 ;0.0090 ;;0.0006 ;;0.0314 ;;;;;;;0.0003 ;0.0001 ;;0.0047 ;;;;;;0.0007 ;;0.0146 ;;;;;;;0.0086 ;;;;
1506;469;469;Lycksele 301;7168150;676423;Lycksele;Yes;Light;Opaque;Quartz;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;Yes;Bands of quartz;;15.2;25.4;;2.2;386,08;Small;;;6.6898 ;88.7872 ;0.2364 ;0.4040 ;1.4106 ;1.2468 ;0.3328 ;;0.0349 ;0.3390 ;;0.0023 ;;;;;;;;;;;;;;;;;0.0924 ;;;;;;;0.4775 ;;;;
1508;471;471;Lycksele 301;7168150;676423;Lycksele;Yes;Dark;Gray;Quartzite;Point;Point;;Medium-grained;Granoblastic;Non-foliated;Fine;No;Bands of quartz;;15.8;37.4;;4.9;590,92;Small;56.8903 ;;0.6878 ;41.5625 ;0.0402 ;0.0321 ;0.1105 ;0.0676 ;0.0183 ;;0.0040 ;;0.4322 ;;;;;0.0001 ;;;0.0008 ;0.0012 ;0.0451 ;;;;;;;;0.0110 ;;;;;;;0.0961 ;;;0.0005 ;
1512;475;475;Lycksele 301;7168150;676423;Lycksele;No;White;White;Quartz;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;Yes;;;16;28;;;448;Small;57.1689 ;0.3753 ;0.2728 ;41.7751 ;0.0128 ;0.0186 ;0.2552 ;0.0879 ;0.0120 ;0.0042 ;0.0073 ;;0.0063 ;;;;;;;;;;;;;;;;0.0005 ;;0.0030 ;;;;;;;;;;;
1513;476;476;Lycksele 301;7168150;676423;Lycksele;No;Dark;Dark gray;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;Yes;;;14;35;;;490;Small;66.5905 ;;0.0929 ;32.8840 ;;0.0111 ;0.2068 ;0.0928 ;0.0124 ;;;;0.0616 ;;;;;;;;;;0.0020 ;;;;;;0.0009 ;;0.0190 ;;;;;;;0.0260 ;;;;
1514;477;477;Lycksele 301;7168150;676423;Lycksele;No;Dark;Gray;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;Yes;;;17.5;39.9;;5.6;698,25;Medium;;1.6947 ;1.1310 ;94.5776 ;0.0986 ;0.2222 ;1.3701 ;0.3247 ;0.0825 ;;0.0077 ;0.1849 ;0.0135 ;0.0010 ;;;;;;;;;;;;;;;;;0.0881 ;;;;;;;0.2724 ;;;;
1516;479;479;Lycksele 301;7168150;676423;Lycksele;Yes;Light;Light gray;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;Yes;;;17;21.8;;2.3;370,6;Small;58.6205 ;;0.8277 ;39.8699 ;0.0496 ;0.0672 ;0.2498 ;0.1060 ;0.0431 ;;0.0033 ;;0.0879 ;;;;;;;0.0001 ;0.0019 ;;0.0002 ;;;;;;;;0.0034 ;;;;;;;0.0135 ;;;;
1517;480;480;Lycksele 301;7168150;676423;Lycksele;No;Dark;Black;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;Yes;;;20;24;;;480;Small;55.8581 ;0.3605 ;0.2801 ;42.9112 ;0.0313 ;0.0621 ;0.2082 ;0.1566 ;0.0090 ;;0.0026 ;;0.0478 ;;;;;0.0001 ;;0.0010 ;0.0002 ;;0.0075 ;;;;;;;;0.0341 ;;;;;;;0.0296 ;;;;
1519;481;481;Lycksele 301;7168150;676423;Lycksele;No;Dark;Black;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;Yes;;;16.7;50.3;;5.3;840,01;Medium;0.0005 ;1.9631 ;7.2105 ;82.6606 ;0.1947 ;0.2957 ;2.1158 ;4.0488 ;0.1461 ;0.0065 ;0.0229 ;0.1812 ;0.0097 ;0.0019 ;;;;;;;;;;;;;;;;;0.3048 ;;;;;;;0.8370 ;;;;
1520;482;482;Lycksele 301;7168150;676423;Lycksele;Yes;Dark;Black streaked with white;Quartzite;Point;Point;;Medium-grained;Granoblastic;Non-foliated;Fine;No;;;19.6;38.3;;3.9;750,68;Medium;60.4362 ;;4.7541 ;33.5470 ;0.0329 ;0.0621 ;0.1979 ;0.1376 ;0.2000 ;;0.0025 ;;0.4536 ;;;;0.0018 ;0.0003 ;;;0.0064 ;0.0040 ;0.0171 ;;;;;;0.0008 ;;0.0102 ;;;;;;;0.0655 ;;;0.0003 ;
1522;484;484;Lycksele 301;7168150;676423;Lycksele;Yes;Light;Opaque;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Irregular;Yes;;;21;33;;10.9;693;Medium;57.6579 ;;0.1647 ;41.6501 ;;;0.2015 ;0.1286 ;0.0242 ;;;;0.0342 ;;;;;;;0.0001 ;;;;;;;;;;;0.0173 ;;;;;;;0.0245 ;;;;
1523;485;485;Lycksele 301;7168150;676423;Lycksele;Yes;White;White;Quartzite;Point;Point;;Fine-grained;Granoblastic;Non-foliated;Fine;Yes;;Pink color and possibly charcoal and iron oxide;20.8;43.6;;8;906,88;Medium;57.4038 ;0.2941 ;0.5723 ;41.3548 ;0.0146 ;0.0403 ;0.0789 ;0.1156 ;0.0438 ;0.0012 ;0.0058 ;;0.0343 ;;;;;;;;;;;;;;;;;;0.0085 ;;;;;;;0.0318 ;;;;
